Ref,Name,Sci_key,C_key,Loc,Type,RA,DEC,Vel,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Simbad_Identifier,Ba/Fe,C/Fe
FUL00,HIP38625,*,*,HA,MS,"7 54 34.17958","'-1 24 44.1093",102.77,8.32,8.165,7.433,7.007,6.569,5.972,5.498,5.425,5200,4.4,'-0.84,0.3,HD_64606,'-0.18,
BUR00,LHS1206,*,*,HA,RG,"1 9 43.06461","61 32 50.1902",'-314.52,8.48,8.4,7.68,7.3,7,6.197,5.759,5.662,5150,2.7,'-1.5,1.4,HD_6755,0.03,
FUL00,HIP5445,*,*,HA,RG,"1 9 43.06461","61 32 50.1902",'-314.52,8.48,8.4,7.68,7.3,7,6.197,5.759,5.662,5150,2.8,'-1.56,1.5,HD_6755,'-0.04,
LAI07,LHS1206,*,NO,HA,RG,"1 9 43.06461","61 32 50.1902",'-314.52,8.48,8.4,7.68,7.3,7,6.197,5.759,5.662,5075,2.41,'-1.63,,HD_6755,'-0.3,1.89
FUL00,HIP5458,*,*,HA,RG,"1 9 52.26481","54 44 20.2781",'-243.67,8.81,7.91,6.74,,,4.64,3.98,3.86,4450,1.4,'-1.02,1.55,HD_6833,0.01,
FUL00,HIP42592,*,*,HA,MS,"8 40 50.80366","'-16 20 42.5203",206.01,9.84,10.09,9.66,,,8.716,8.4,8.39,6025,4.1,'-2.06,1.2,HD_74000,'-0.03,
BUR00,HD74462,*,*,HA,RG,"8 48 20.65217","67 26 59.8935",'-168.4,,9.65,8.69,8.25,,6.688,6.117,6.047,4600,1.5,'-1.4,1.8,HD_74462,'-0.27,
LAI07,HD74462,*,*,HA,RG,"8 48 20.65217","67 26 59.8935",'-168.4,,9.65,8.69,8.25,,6.688,6.117,6.047,4510,1.11,'-1.76,,HD_74462,'-0.39,'-0.07
FUL00,HIP44116,I,*,HA,MS,"8 59 5.986","0 37 25.87",20,,8.914,8.467,,,7.584,7.355,7.323,6275,4.1,'-0.56,1.45,HD_76910,0.09,
FUL00,HIP44075,*,*,HA,MS,"8 58 43.9331","'-16 7 57.8137",119.4,6.47,6.39,5.86,,,4.71,4.41,4.362,5900,4.2,'-0.89,1.25,HD_76932,'-0.09,
JON05,LTT3317,*,*,HA,MS,"8 58 43.9331","'-16 7 57.8137",119.4,6.47,6.39,5.86,,,4.71,4.41,4.362,5875,4.13,'-0.89,1.5,HD_76932,'-0.16,
FUL00,HIP44716,*,*,HA,RG,"9 6 42.92658","20 30 35.5031",170.15,,9.104,8.777,7.2,6.9,6.105,5.594,5.551,5000,2.1,'-1.06,1.7,HD_78050,0.05,
FUL00,HIP44919,*,*,HA,SG,"9 9 3.3696","'-27 1 49.3148",'-27.5,,9.3,8.95,,,8.016,7.865,7.736,6350,3.8,'-0.63,1.8,HD_78737,'-0.04,
JON05,HD78747,*,*,HA,MS,"9 7 56.57608","'-50 28 56.8092",'-1.07,,8.25,7.74,,,6.542,6.214,6.179,5684,4.22,'-0.8,1.5,HD_78747,'-0.33,
JON05,HD79601,*,*,HA,MS,"9 13 44.62863","'-42 18 37.4694",39.45,,8.55,8.02,,,6.872,6.563,6.494,5716,4.12,'-0.74,1.5,HD_79601,'-0.39,
JON05,HD80863,*,*,HA,MS,"9 19 23.6623","'-61 44 13.491",67.4,,9.23,8.68,,,7.638,7.346,7.282,5834,4.26,'-0.61,1.5,HD_80863,'-0.32,
BUR00,HD83212,*,*,HA,RG,"9 36 19.95228","'-20 53 14.7566",109.13,,9.582,9.177,7.83,,6.307,5.729,5.609,4550,1.5,'-1.2,1.8,HD_83212,0.12,
FUL00,HIP47139,*,*,HA,RG,"9 36 19.95228","'-20 53 14.7566",109.13,,9.582,9.177,7.83,,6.307,5.729,5.609,4600,1.3,'-1.44,1.8,HD_83212,0.09,
FUL00,HIP47640,I,*,HA,MS,"9 42 47.31215","45 31 2.0616",,,9.25,8.82,,,7.98,7.814,7.732,6600,4.4,'-0.06,1.5,HD_83888,0.3,
FUL00,HIP48152,*,*,HA,MS,"9 48 56.09801","13 44 39.3237",'-15,8.49,8.68,8.32,7.97,7.7,7.359,7.121,7.062,6375,4.1,'-2.06,0.8,HD_84937,'-0.07,
ISH13,G43-3,*,*,HA,MS,"9 48 56.09801","13 44 39.3237",'-15,8.49,8.68,8.32,7.97,7.7,7.359,7.121,7.062,6431,4.08,'-2.15,1.2,HD_84937,'-0.17,
JON05,LHS2194,*,*,HA,MS,"9 48 56.09801","13 44 39.3237",'-15,8.49,8.68,8.32,7.97,7.7,7.359,7.121,7.062,6310,4.04,'-1.96,1.5,HD_84937,'-0.49,
LAI07,LHS2194,*,*,HA,MS,"9 48 56.09801","13 44 39.3237",'-15,8.49,8.68,8.32,7.97,7.7,7.359,7.121,7.062,6312,4.51,'-1.91,,HD_84937,'-0.12,<0.13
BUR00,HD85773,*,*,HA,RG,"9 53 39.24244","'-22 50 8.4299",148.8,,10.51,9.43,,,7.23,6.66,6.047,4450,1.1,'-2.0,2.1,HD_85773,'-0.9,
ISH10,HD085773,*,*,HA,RG,"9 53 39.24244","'-22 50 8.4299",148.8,,10.51,9.43,,,7.23,6.66,6.047,4146,0.01,'-2.59,2.05,HD_85773,'-0.79,
ISH13,HD085773,*,*,HA,RG,"9 53 39.24244","'-22 50 8.4299",148.8,,10.51,9.43,,,7.23,6.66,6.047,4370,0.73,'-2.41,2.01,HD_85773,'-0.52,
ZHA09,HD085773,*,*,HA,RG,"9 53 39.24244","'-22 50 8.4299",148.8,,10.51,9.43,,,7.23,6.66,6.047,4205,0.32,'-2.58,1.6,HD_85773,'-0.74,
FUL00,HIP49371,*,*,HA,RG,"10 4 43.18167","54 20 43.432",'-38.17,9.7,9.68,8.98,,,7.471,7.046,6.943,4950,2.3,'-1.93,1.75,HD_87140,0.17,
BUR00,HD8724,*,*,HA,RG,"1 26 17.59492","17 7 35.1274",'-113.34,,9.29,8.34,,,6.299,5.769,5.636,4500,1.2,'-2.2,1.6,HD_8724,0.3,
FUL00,HIP6710,*,*,HA,RG,"1 26 17.59492","17 7 35.1274",'-113.34,,9.29,8.34,,,6.299,5.769,5.636,4625,1.2,'-1.81,1.95,HD_8724,'-0.1,
BUR00,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4575,1.4,'-3.0,1.8,HD_88609,'-0.68,
HAN12,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4568,1.01,'-2.87,1.9,HD_88609,'-0.93,
HON04,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4550,1.1,'-3.06,2.4,HD_88609,'-1.02,'-0.39
HON07,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4550,1.1,'-3.06,2.4,HD_88609,'-0.83,
JOH02a,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4400,0.4,'-2.95,2.4,HD_88609,'-1.15,
ROE14b,HD88609,*,*,HA,RG,"10 14 28.98353","53 33 39.351",'-37.64,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,4430,0.5,'-3.29,1.7,HD_88609,'-0.85,'-0.44
FUL00,HIP50139,*,*,HA,MS,"10 14 8.33412","3 9 4.6779",'-21.98,8.34,8.33,7.73,7.24,6.89,6.543,6.242,6.153,5600,4.3,'-0.66,0.35,HD_88725,0.01,
JON05,LTT3854,*,*,HA,SG,"10 30 51.77324","'-21 13 37.1378",105.7,,9.33,8.72,8.5,9.02,7.613,7.314,7.221,5673,3.88,'-1.08,1.5,HD_91121,0.02,
BUR00,HD93529,*,*,HA,RG,"10 47 29.01285","'-25 26 14.5806",146.3,,10.08,9.31,8.92,,7.503,6.987,6.873,4650,1.7,'-1.5,1.4,HD_93529,0.03,
FUL00,HIP53070,*,*,HA,MS,"10 51 28.12448","20 16 38.9605",65.06,8.51,8.69,8.22,7.82,7.54,7.13,6.854,6.832,5900,4.2,'-1.53,1.45,HD_94028,0.21,
JON05,LHS2318,*,*,HA,MS,"10 51 28.12448","20 16 38.9605",65.06,8.51,8.69,8.22,7.82,7.54,7.13,6.854,6.832,5934,4.23,'-1.39,1.5,HD_94028,'-0.09,
LAI07,LHS2318,*,*,HA,MS,"10 51 28.12448","20 16 38.9605",65.06,8.51,8.69,8.22,7.82,7.54,7.13,6.854,6.832,5925,4.63,'-1.36,,HD_94028,'-0.09,0.08
FUL00,HIP7217,*,*,HA,MS,"1 32 57.60111","23 41 44.4413",'-53.66,,9.672,9.055,8.7,8.4,7.78,7.471,7.401,5550,4.2,'-0.46,0.7,HD_9430,'-0.14,
BUR00,HD97,*,*,HA,RG,"0 5 45.99078","'-19 40 12.8895",75.7,,10.402,9.775,9.41,,8.057,7.612,7.513,5025,2.6,'-1.2,1.2,HD_97,0.46,
JON05,NLTT26572,*,*,HA,MS,"11 11 0.73523","'-65 25 37.7509",53.2,,9.769,9.269,,,7.137,6.868,6.79,5983,4.17,'-1.23,1.5,HD_97320,'-0.19,
FUL00,HIP54858,*,*,HA,RG,"11 13 54.77774","39 58 39.9482",'-20.2,8.71,8.58,7.92,7.5,7.2,6.446,6.065,6.015,5250,2,'-1.15,2.15,HD_97560,'-0.15,
JON05,HD99682,*,*,HA,MS,"11 27 35.34225","'-55 54 14.7757",'-9.5,,9.1,8.65,,,7.667,7.443,7.357,6034,4.06,'-0.45,1.5,HD_99682,'-0.03,
PLA14a,HE0048-6408,*,*,HA,RG,"0 50 45.282","'-63 51 50.42",,,13.52,12.48,12.29,,10.444,9.916,9.803,4378,0.15,'-3.75,2.85,HE_0048-6408,'-1.48,'-0.28
YON13,HE0057-5959,*,NO,HA,RG,"0 59 54.1","'-59 43 30",375.3,,16.4,,,,,,,5257,2.65,'-4.08,1.5,HE_0057-5959,'-0.46,0.86
COL06,HE0107-5240,*,*,HA,RG,"1 9 29.157","'-52 24 34.18",,,15.89,15.07,15.1,14.283,13.676,13.253,13.218,5100,2.2,'-5.44,2.2,HE_0107-5240,<0.93,3.82
COL06,"HE0107-5240 (3D)",*,*,HA,RG,"1 9 29.157","'-52 24 34.18",,,15.89,15.07,15.1,14.283,13.676,13.253,13.218,5130,2.2,'-5.67,0,HE_0107-5240,<0.9,3.03
PLA14a,HE0139-2826,*,*,HA,RG,"1 41 36.814","'-28 11 2.82",,,14.42,13.74,13.81,,12.278,11.789,11.736,4900,1.5,'-3.46,1.7,HE_0139-2826,'-1.22,0.48
YON13,HE0228-4047,*,NO,HA,SG,"2 30 33.6","'-40 33 56",128.5,,15.5,,,,,,,6515,3.8,'-3.75,1.7,HE_0228-4047,<0.4,<1.88
YON13,HE0231-6025,*,NO,HA,MS,"2 32 30.7","'-60 12 11",296.6,,15.1,,,,,,,6437,4.36,'-3.1,1.8,HE_0231-6025,'-0.1,<1.63
YON13,HE0253-1331,*,NO,HA,MS,"2 56 6.6","'-13 19 27",25.2,,15.9,,,,,,,6474,4.34,'-3.01,1.5,HE_0253-1331,0.33,<1.64
HOL11,HE0302-3417a,*,*,HA,RG,"3 4 28.6","'-34 6 6",121.7,,,,,,,,,4400,0.2,'-3.7,2,HE_0302-3417a,'-2.1,0.48
YON13,HE0314-1739,*,NO,HA,MS,"3 17 1.8","'-17 28 56",40.9,,16.5,,,,,,,6570,4.25,'-2.86,1.1,HE_0314-1739,<-0.27,<1.49
HOL11,HE0324+0152a,*,*,HA,RG,"3 26 53.8","2 2 28",107.3,,,,,,,,,4775,1.2,'-3.32,1.8,HE_0324+0152a,'-1.2,0.18
YON13,HE0355-3728,*,NO,HA,SG,"3 57 23","'-37 20 23",82,,16.3,,,,,,,6418,3.84,'-3.41,1.5,HE_0355-3728,<0.2,<2.14
HOL11,HE0420+0123a,*,*,HA,RG,"4 23 14.4","1 30 49",'-53.3,,,,,,,,,4800,1.45,'-3.03,1.5,HE_0420+0123a,0.08,0.33
HOL11,HE0432-1005a,*,*,HA,RG,"4 35 1.2","'-9 59 36",198,,,,,,,,,4525,0.5,'-3.21,2,HE_0432-1005a,'-0.9,0.23
HAN15,HE0440-1049,*,*,HA,SG,"4 42 39.6","'-10 43 24",93,,13.4,,,,,,,5800,3.5,'-3.02,1.6,HE_0440-1049,'-1.27,0.69
HAN15,HE0450-4902,*,*,HA,MS,"4 51 43.3","'-48 57 25",,,,,,,,,,6300,4.5,'-3.07,1.2,HE_0450-4902,1.21,2.03
AOK07a,HE0507-1653,*,NO,HA,RG,"5 9 16.562","'-16 50 4.62",,,13.633,12.507,12.002,11.579,10.883,10.43,10.315,5000,2.4,'-1.43,2,HE_0507-1653,1.93,1.3
HAN15,HE0945-1435,*,*,HA,MS,"9 47 50.7","'-14 49 7",121.8,,15.1,,,,,,,6300,4.5,'-3.87,1.6,HE_0945-1435,<0.0,<2.0
YON13,HE0945-1435,*,NO,HA,SG,"9 47 50.7","'-14 49 7",121.8,,15.1,,,,,,,6344,3.71,'-3.77,1.4,HE_0945-1435,<0.25,<1.7
YON13,HE1055+0104,*,NO,HA,SG,"10 58 4.4","0 48 36",324.6,,14.6,,,,,,,6287,3.79,'-2.87,1.5,HE_1055+0104,<-0.39,<1.2
YON13,HE1116-0054,*,NO,HA,SG,"11 18 47.8","'-1 11 20",148.3,,16.5,,,,,,,6454,3.8,'-3.49,1.6,HE_1116-0054,<0.16,<1.72
YON13,HE1142-1422,*,NO,HA,HB,"11 44 59.3","'-14 38 49",'-102.3,,14.7,,,,,,,6238,2.8,'-2.84,3.4,HE_1142-1422,0.43,<1.57
YON13,HE1201-1512,*,NO,HA,SG,"12 3 37.1","'-15 29 32",237.2,,14.2,,,,,,,5725,3.39,'-3.86,1.5,HE_1201-1512,<0.05,1.14
YON13,HE1204-0744,*,NO,HA,MS,"12 6 46.2","'-8 0 43",'-49.7,,15.2,,,,,,,6500,4.3,'-2.71,1.8,HE_1204-0744,<-0.18,<1.54
YON13,HE1207-3108,*,*,HA,RG,"12 9 54.1","'-31 25 11",'-3.7,,12.9,,,,,,,5294,2.85,'-2.7,0.9,HE_1207-3108,<-1.67,<-0.27
HAN15,HE1241-2907,*,*,HA,SG,"12 44 13","'-29 23 47",,,,,,,,,,6900,3.8,'-3.0,1.8,HE_1241-2907,<-0.3,<2.0
COH13,HE1245-0215,*,NO,HA,SG,"12 48 22.5","'-2 31 57",'-120.5,,,16.47,,,,,,6500,3.8,'-2.85,1.5,HE_1245-0215,0.24,1.78
YON13,HE1320-2952,*,*,HA,RG,"13 22 55","'-30 8 6",390,,14.5,,,,,,,5106,2.26,'-3.69,1.5,HE_1320-2952,'-0.96,<0.52
COL06,HE1327-2326,*,*,HA,SG,"13 30 5.951","'-23 41 49.72",112,13.761,14.01,13.55,13.5,12.803,12.357,12.068,11.986,6180,3.7,'-5.71,1.7,HE_1327-2326,<1.47,
COL06,"HE1327-2326 (3D)",*,*,HA,MS,"13 30 5.951","'-23 41 49.72",112,13.761,14.01,13.55,13.5,12.803,12.357,12.068,11.986,6200,4.04,'-5.95,0,HE_1327-2326,<1.52,
FRE08,HE1327-2326,*,*,HA,SG,"13 30 5.951","'-23 41 49.72",112,13.761,14.01,13.55,13.5,12.803,12.357,12.068,11.986,6180,3.7,'-5.71,2,HE_1327-2326,<1.39,4.18
FRE08,"HE1327-2326 (3D)",*,*,HA,MS,"13 30 5.951","'-23 41 49.72",112,13.761,14.01,13.55,13.5,12.803,12.357,12.068,11.986,6200,4.04,'-6.01,0,HE_1327-2326,<1.44,3.79
YON13,HE1402-0523,*,NO,HA,SG,"14 4 37.9","'-5 38 13",'-68.8,,15.8,,,,,,,6418,3.82,'-3.17,1.2,HE_1402-0523,<-0.09,<1.5
YON13,HE1506-0113,*,NO,HA,RG,"15 9 14.3","'-1 24 57",'-137.1,,15.4,,,,,,,5016,2.01,'-3.54,1.6,HE_1506-0113,'-0.8,1.47
YON13,HE2020-5228,*,NO,HA,SG,"20 24 17","'-52 19 3",'-41.5,,16.3,,,,,,,6305,3.79,'-2.93,1.4,HE_2020-5228,<-0.33,<1.66
YON13,HE2032-5633,*,NO,HA,SG,"20 36 24.9","'-56 23 5",260.5,,15.2,,,,,,,6457,3.78,'-3.63,1.8,HE_2032-5633,<0.31,<2.36
YON13,HE2047-5612,*,NO,HA,SG,"20 51 22.2","'-56 0 52",'-50,,15.5,,,,,,,6128,3.68,'-3.14,0.9,HE_2047-5612,<-0.39,<1.37
YON13,HE2135-1924,*,NO,HA,MS,"21 38 4.7","'-19 11 4",'-252.9,,15.7,,,,,,,6449,4.37,'-3.31,1.2,HE_2135-1924,<-0.0,<1.74
YON13,HE2136-6030,*,NO,HA,SG,"21 40 39.7","'-60 16 27",156.5,,15.9,,,,,,,6409,3.85,'-2.88,2,HE_2136-6030,0.02,<1.71
PLA13,HE2138-3336,S,CR,HA,SG,"21 41 20.4","'-33 22 29",,,,15,,,,,,5850,3.6,'-2.79,1.6,HE_2138-3336,1.91,2.44
YON13,HE2139-5432,*,NO,HA,RG,"21 42 42.5","'-54 18 43",115.5,,15.9,,,,,,,5416,3.04,'-4.02,0.8,HE_2139-5432,<-0.33,2.6
YON13,HE2141-0726,*,NO,HA,MS,"21 44 6.6","'-7 12 49",'-38.1,,15.7,,,,,,,6551,4.26,'-2.72,1.5,HE_2141-0726,<-0.37,<1.55
AND09,CS22948-066,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,5100,1.8,'-3.14,2,HE_2141-3741,'-0.99,
CAY04,CS22948-066,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,5100,1.8,'-3.15,2,HE_2141-3741,'-0.98,0.1
MCW95,CS22948-066,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,5020,1.45,'-3.01,2.21,HE_2141-3741,'-1.01,'-0.42
PLA14a,HE2141-3741,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,4945,1,'-3.3,2,HE_2141-3741,'-1.28,0.07
ROE14a,CS22948-066,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,4830,1.55,'-3.5,2,HE_2141-3741,'-0.83,'-0.43
ROE14b,CS22948-066,*,*,HA,RG,"21 44 51.171","'-37 27 54.99",'-166,,14.1,13.47,12.4,,11.966,11.505,11.441,4830,1.55,'-3.5,2,HE_2141-3741,'-0.83,'-0.43
YON13,HE2142-5656,*,NO,HA,RG,"21 46 20.5","'-56 42 18",103.4,,14.4,,,,,,,4939,1.85,'-2.87,2.1,HE_2142-5656,'-0.62,0.95
AOK05,CS30327-038,*,*,HA,RG,"22 0 17.7","'-33 50 3.82",,,13.76,13.13,13.08,,11.653,11.205,11.116,5100,1.7,'-2.64,2.2,HE_2157-3404,'-1.46,<-0.19
PLA14a,HE2157-3404,*,*,HA,RG,"22 0 17.7","'-33 50 3.82",,,13.76,13.13,13.08,,11.653,11.205,11.116,4990,1.3,'-2.89,2,HE_2157-3404,'-1.39,'-0.54
YON13,HE2202-4831,*,NO,HA,RG,"22 6 6","'-48 16 53",56.2,,16.3,,,,,,,5331,2.95,'-2.78,1.2,HE_2202-4831,'-1.28,2.41
HAN15,HE2208-1239,I,CR,HA,RG,"22 10 53.3","'-12 24 27",'-6,,12.5,,,,,,,5100,2.3,'-2.88,2,HE_2208-1239,1.68,1.3
PLA14a,HE2233-4724,*,*,HA,RG,"22 35 59.28","'-47 8 36.53",,,15.53,14.51,14.34,,12.527,11.964,11.881,4360,0.4,'-3.65,3,HE_2233-4724,'-1.13,'-0.48
HOL11,HE2238-0131,*,*,HA,RG,"22 40 38.1","'-1 16 16",'-185,,,,,,,,,4350,0.15,'-3.0,2.45,HE_2238-0131,'-0.46,'-0.42
YON13,HE2246-2410,*,NO,HA,MS,"22 48 59.7","'-23 54 38",'-3.1,,15.7,,,,,,,6431,4.36,'-2.96,1.5,HE_2246-2410,<-0.3,<1.39
YON13,HE2247-7400,*,NO,HA,RG,"22 51 19.6","'-73 44 21",5.7,,14.4,,,,,,,4829,1.56,'-2.87,2,HE_2247-7400,'-0.93,0.7
PLA13,HE2258-6358,S,CR,HA,RG,"23 1 48.6","'-63 42 24",,,,14.5,,,,,,4900,1.6,'-2.67,2,HE_2258-6358,2.23,2.42
HOL11,HE2302-2154a,*,*,HA,RG,"23 5 25.2","'-21 38 7",'-17.8,,,,,,,,,4675,0.9,'-3.88,2,HE_2302-2154a,'-1.5,0.38
PLA14a,HE2318-1621,*,*,HA,RG,"23 21 21.562","'-16 5 5.65",,,13.38,12.73,12.67,,11.238,10.803,10.713,4846,1.4,'-3.67,1.75,HE_2318-1621,'-1.61,0.54
PLA14a,HE2323-6549,*,*,HA,RG,"23 26 14.49","'-65 33 6.9",,,14.85,14.29,13.2,,12.944,12.518,12.428,5215,2.6,'-3.35,1.55,HE_2323-6549,'-0.58,0.72
HAN15,HE2331-7155,*,*,HA,RG,"23 34 36.1","'-71 38 51",,,,,,,,,,4900,1.5,'-3.68,2.2,HE_2331-7155,'-0.9,1.34
COH09,Draco3157,*,*,DW,RG,"17 19 41.84","57 52 19.2",'-295.35,,18.07,16.733,16.131,15.479,14.703,14.122,14.09,4510,0.7,'-2.5,2.4,Irwin_Dra_21275,'-0.46,'-0.08
KOC15,896-37860,I,*,BU,RG,"18 30 25.73","'-34 31 30",'-118.22,,16.023,15.29,,,,,13.12,5150,1.4,'-2.07,2.15,J183025.73-343130.0,0.35,'-0.16
KOC15,941-27793,*,NO,BU,RG,"18 31 13.29","'-33 51 48.3",'-101.08,,16.58,15.55,,,,,13.04,4975,2.1,'-2.52,1.55,J183113.29-335148.3,1.31,1.44
KOC15,872-13971,*,*,BU,RG,"18 32 56.52","'-34 45 29.3",'-87.42,,15.726,14.92,,,,,12.44,4900,1.83,'-2.31,1.64,J183256.52-344529.3,'-0.11,'-0.02
KOC15,873-17221,*,*,BU,RG,"18 34 26.75","'-34 55 54.4",30.26,,15.876,15.03,,,,,12.59,4800,1.45,'-2.66,1.83,J183426.75-345554.4,'-0.27,0.09
KOC15,874-24995,*,*,BU,RG,"18 35 58.75","'-34 58 39.1",70.36,,15.48,14.58,,,,,12.12,4800,1.58,'-2.5,1.92,J183558.75-345839.1,'-0.25,'-0.26
LI15b,LAMOSTJ1109+0754,R2,*,HA,RG,"11 9 1.22","7 54 41.8",,,,,,,,,,4440,0.7,'-3.41,1.98,LAMOST_J110901.22+075441.8,0.31,'-0.57
LI15c,LAMOSTJ1253+0753,*,*,HA,SG,"12 53 46.09","7 53 43.1",,,,,,,,,,6030,3.65,'-4.02,1.4,LAMOST_J125346.09+075343.1,<-0.3,1.59
LAI07,CS22962-006,*,*,HA,MS,"1 37 59.34","'-4 59 44.3",,,13.2,12.83,12.8,,12.114,11.954,11.969,6325,4.51,'-2.25,,LAWD_10,<-0.05,<0.13
ROE14b,G180-58,*,*,HA,MS,"16 28 16.86908","44 40 38.2789",'-308.89,,11.97,11.29,10.6,10.3,9.901,9.507,9.397,4980,4.4,'-2.6,0.8,LHS_3199,'-0.51,0.38
ROE14b,G115-49,*,*,HA,SG,"9 5 16.68154","38 47 54.6042",'-64.82,,12.1,11.6,11.2,10.9,10.456,10.144,10.09,5420,3.8,'-2.61,1.3,LHS_6161,'-0.44,0.02
FUL00,G197-30,*,*,HA,MS,"11 47 4.928","59 59 38.34",137.03,,14.1,13.51,13.2,12.4,11.955,11.528,11.422,5125,5,'-1.67,0.8,LHS_6213,'-0.07,
COH13,HE1509-0252,*,*,HA,SG,"15 12 7.131","'-3 3 49.29",176.7,,14.56,14.04,14.3,13.17,12.653,12.303,12.259,5750,3.5,'-2.85,1.6,LP_622-13,'-0.54,
LAI07,BS16547-006,*,NO,HA,SG,"15 12 7.131","'-3 3 49.29",176.7,,14.56,14.04,14.3,13.17,12.653,12.303,12.259,6047,3.72,'-2.43,,LP_622-13,'-0.48,0.78
AOK02d,LP625-44,S,*,HA,HB,"16 43 14.038","'-1 55 30.5",,,12.84,11.68,,,10.432,10.058,10.039,5500,2.5,'-2.72,1.2,LP_625-44,2.8,
AOK01,LP625-44,S,CR,HA,HB,"16 43 14.038","'-1 55 30.5",,,12.84,11.68,,,10.432,10.058,10.039,5500,2.8,'-2.72,1.6,LP_625-44,2.8,2.29
AOK02b,LP625-44,S,CR,HA,HB,"16 43 14.038","'-1 55 30.5",,,12.84,11.68,,,10.432,10.058,10.039,5500,2.5,'-2.72,1.2,LP_625-44,2.85,2.39
NOR97b,LP625-44,S,CR,HA,HB,"16 43 14.038","'-1 55 30.5",,,12.84,11.68,,,10.432,10.058,10.039,5500,2.8,'-2.68,1,LP_625-44,2.52,2.19
RYA91,LP685-47,*,*,HA,RG,"16 43 10.261","'-5 56 54.55",,,12.92,12.28,11.998,11.478,10.686,10.274,10.149,5200,2.5,'-2.64,1,LP_685-47,0.78,
AOK01,LP706-7,*,*,HA,SG,"0 44 3.57151","'-13 55 26.2515",80.8,,12.69,12.15,11.806,11.483,11.046,10.775,10.771,6000,3.8,'-2.75,1.3,LP_706-7,2.06,2.28
AOK02d,CS31062-012,*,*,HA,MS,"0 44 3.57151","'-13 55 26.2515",80.8,,12.69,12.15,11.806,11.483,11.046,10.775,10.771,6250,4.5,'-2.55,1.5,LP_706-7,2.02,2.19
AOK08,LP706-7,*,NO,HA,MS,"0 44 3.57151","'-13 55 26.2515",80.8,,12.69,12.15,11.806,11.483,11.046,10.775,10.771,6200,4.3,'-2.58,1.4,LP_706-7,2.12,2.15
NOR97b,G270-51,S,CR,HA,SG,"0 44 3.57151","'-13 55 26.2515",80.8,,12.69,12.15,11.806,11.483,11.046,10.775,10.771,6000,3.8,'-2.74,1.3,LP_706-7,1.96,2.39
COH04,LP831-70,*,*,HA,MS,"3 6 5.4335","'-22 19 17.941",'-48.2,,11.97,11.8,,,10.654,10.379,10.344,6270,4.5,'-2.91,1.6,LP_831-70,<-0.82,
COH13,LP831-700,*,*,HA,MS,"3 6 5.4335","'-22 19 17.941",'-48.2,,11.97,11.8,,,10.654,10.379,10.344,6270,4.4,'-2.86,1.6,LP_831-70,<-0.87,
ROE08,HKII17435-00532,I,CR,HA,RG,"11 49 3.29","16 58 41.4",38.77,,13.6,,12.5,,11.534,11.121,11.049,5200,2.15,'-2.23,2,HKII_17435-00532,0.81,0.77
AOK13,SDSSJ091243.72+021623.7,*,NO,HA,SG,"9 12 43.707","2 16 23.7",137.18,,,,,,14.47,14.18,14.06,6150,4,'-2.68,1.5,SDSS_J0912+0216,1.31,2.05
BEH10,SDSSJ091243.72+021623.7,I,CR,HA,MS,"9 12 43.707","2 16 23.7",137.18,,,,,,14.47,14.18,14.06,6500,4.5,'-2.53,1.5,SDSS_J0912+0216,1.52,2.27
AOK13,SDSSJ103649.93+121219.8,*,NO,HA,SG,"10 36 49.921","12 12 19.91",'-33.54,,,,,,14.28,13.83,13.82,5850,4,'-3.47,1.5,SDSS_J1036+1212,1.34,1.84
BEH10,SDSSJ103649.93+121219.8,R2,CR,HA,SG,"10 36 49.921","12 12 19.91",'-33.54,,,,,,14.28,13.83,13.82,6000,4,'-3.23,1.4,SDSS_J1036+1212,1.2,1.57
